Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
PEMBINA,DEVELOPMENT,Deviated,CARDIUM SD,PEMBINA CARDIUM,,19551018,1514.9,1514.7,100/04-03-048-07W5/00,,,4,,20010601,Abandoned Crude Oil,425.5,412.4,WATER FLOOD,Waterflood,1475.8,1472.2,1473.7,CARDIUM SD,349328.47,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,232403.47,302949.38,20010803,48165.1,36949.2,19551029,835.2,19.77,17.1,12.27,5.43,5.01,12.14,20.51,5.95,,0,0,,,5,,52,0010269,2,0,,7617.2,268998.88,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19551121,1446.3,0,100/12-03-049-07W5/00,,,11,,20070101,Abandoned Crude Oil,474.79,351.8,WATER FLOOD,Waterflood,1411.2,1399.9,1404.2,CARDIUM SD,547337.3,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,2693714.5,473491.94,20180826,75279.2,428266.4,19551204,823,204.48,128.36,89.89,1.42,0.07,277.62,163.62,0.31,,0,0,,,5,,52,0010451,5,0,,12128.2,428303.34,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Deviated,CARDIUM SD,PEMBINA CARDIUM,,19560119,1575.8,1575.65,100/02-05-049-08W5/00,,,3,,20230501,Pumping Crude Oil,415.2,459.6,WATER FLOOD,Waterflood,1533.8,1530.4,1530.1,CARDIUM SD,358265.2,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,755615.1,329603.7,,52402.8,120133.2,19560206,871.6,20.59,158.2,1.4,0.96,4.66,22.27,161.75,4.82,,0,0,,,5,,52,0010800,1,0,,4707.3,166236.73,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,INJECTION,19560511,1529.8,0,100/14-15-047-08W5/00,,,7,19970901,19611201,Abandoned Water Injection,369.87,409.8,WATER FLOOD,Waterflood,1506.3,1499.6,1499.3,CARDIUM SD,79454.63,CARDIUM,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,15.095546,70232.02,20140805,11166,2.4,19560515,776,,,,1725.52,2265.55,0.49,0,2563.05,,0,154846.19,0,,5,,52,0010871,10,0,0,1514.7,53491.125,,973953.2,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Deviated,CARDIUM SD,PEMBINA CARDIUM,,19560204,1539.2,1533.89,100/12-15-047-08W5/00,,,6,,20070501,Abandoned Crude Oil,363.59,417.9,WATER FLOOD,Waterflood,1513.3,1507.8,1504.5,CARDIUM SD,868555.75,CARDIUM,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,68453.266,817422.56,20131217,129959.8,10883.2,19560305,777.2,16.25,93.91,0.85,2.34,2.62,5.09,96.71,3.02,,0,0,,,5,,52,0010872,7,0,,8398,296572.56,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19560211,1460,0,100/02-32-047-07W5/00,,,1068,,20230501,Pumping Crude Oil,411.29,359.5,WATER FLOOD,Waterflood,1427.1,359,1419.8,CARDIUM SD,922555.6,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,510951.53,860792.7,,136855.1,81234.8,19560227,767.5,39.42,299.47,9.61,5.14,10.15,27.59,306.27,11.03,,0,0,,,5,,52,0010891,4,0,,10143.8,358224.9,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Deviated,,PEMBINA CARDIUM,INJECTION,19560301,1591.1,1440.15,100/08-32-047-07W5/00,,,17,19770201,19611201,Abandoned Water Injection,411.29,358.9,WATER FLOOD,Waterflood,1566,1549,1548.4,CARDIUM SD,56315.855,CARDIUM,,BWL,AB5,Drayton Valley/Grande Prairie,0,120.13538,50298.36,20060511,7996.8,19.1,19560604,766.6,,,,1125.85,1622.53,3.88,0,1816.64,,0,139639.78,0,,5,,52,0011055,9,0,0,988.3,34901.484,,878307.8,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,INJECTION,19560309,1509.4,0,100/06-18-049-07W5/00,,,14,20230501,19690801,Water Injection,462.7,423,WATER FLOOD,Waterflood,1476,1462.5,1463.3,CARDIUM SD,199672.55,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,303.79785,165541.53,,26319,48.3,19560320,880.9,253.15,82.38,0.6,94.63,147.28,1.01,126.03,163.6,,0,1590952.8,0,,5,,52,0011064,4,0,0,5605.6,197959.89,,10006792,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
HARMATTAN-ELKTON,DEVELOPMENT,Vertical,,HARMATTAN-ELKTON RUNDLE C,,19560529,2800.5,0,100/03-17-032-04W5/00,,,29,19790201,19891001,Abandoned Crude Oil,238.9,901.4,PRIMARY,Waterflood,2797.1,2768.2,2766.1,ELKTON MBR,352953.88,RUNDLE C,,BWL,AB2,Calgary/Edmonton,0,7098.0513,210695.45,20040618,33497.9,1128.5,19560718,1135.7,806.06,122.27,79.47,39.19,5.25,68.2,261.25,12.01,,0,444176,0,,14,24890,88,0011374,5,0,0,23364.2,825098.94,,2793783,28549,3847,29518,36600,43377,8001,51378,32523,25671,5200,37723,39963,969
VERGER,NEW FIELD WILDCAT,Vertical,,,,19560523,1063.8,0,100/07-24-023-15W4/00,,,,,,Abandoned,519.4,197.5,PRIMARY,,,,1047,PEKISKO FM,,,,BWL,AB3,Medicine Hat,,,,19560604,,,19560602,713.8,,,,,,,,,,,,,,,,,0011467,,,,,,,,17841,235,22727,18787,46286,381,46667,23678,22492,248,23926,178692,4886
PEMBINA,DEVELOPMENT,Horizontal,,,,19560624,1962,1560.6,100/07-10-049-08W5/02,19951019,KENTING HI-TOWER DRILLING,,,,Abandoned Zone  Drain,444.09,487.2,PRIMARY,,,,,,,,,BWL,AB5,Drayton Valley/Grande Prairie,,,,20180827,,,19951011,926.6,,,,,,,,,,,,,,,,,0011691,3,,,,,,,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Horizontal,,PEMBINA CARDIUM,,19560624,2172,1560.6,102/10-10-049-08W5/03,19951019,KENTING HI-TOWER DRILLING,281,,20111101,Abandoned Crude Oil,444.09,487.2,WATER FLOOD,Waterflood,2172,1891,,,55510.664,CARDIUM,,BWL,AB5,Drayton Valley/Grande Prairie,0,99820.555,50766.32,20180827,8071.2,15870.2,19951016,926.6,21.25,33.4,1.07,3.03,1.2,0.91,37.06,1.72,,0,0,,,5,,52,0011691,3,0,,779.2,27517.188,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19560624,1595.9,0,100/02-10-049-08W5/00,,,13,,19810601,Abandoned & Whipstocked Crude Oil,444.09,487.2,WATER FLOOD,Waterflood,1560,1547,1554.5,CARDIUM SD,379514.78,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,3230770.8,348436.66,20180827,55397,513651.5,19560701,926.6,81.97,52.61,112.57,23.17,8.63,1359.74,66.74,12.62,,0,0,,,5,,52,0011691,4,0,,5104.2,180253.12,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,INJECTION,19560803,1345.7,0,100/06-02-049-07W5/00,,,8,20120101,19611201,Abandoned Water Injection,470,273.4,WATER FLOOD,Waterflood,1324.7,1317,1316.7,CARDIUM SD,93815.21,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,5.0318484,86544.65,20180825,13759.5,0.8,19560812,739.7,,,,1360.3,2791.76,0.16,0,3026.29,,0,705033.7,0,,5,,52,0011854,6,0,0,1194.1,42169.242,,4434528.5,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19560801,1353.3,0,100/14-02-049-07W5/00,,,5,,20160801,Abandoned Crude Oil,483.9,261.3,WATER FLOOD,Waterflood,1313,1308,1307.6,CARDIUM SD,692203.7,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,5434785,627177.8,20170812,99713.3,864061.8,19560821,741.3,68.47,134.22,2.15,8.14,3.21,328.08,146.03,4.61,,0,0,,,5,,52,0011924,4,0,,10679.7,377150.03,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19561028,1541.4,0,100/02-29-049-08W5/00,,,4,,20050801,Abandoned Crude Oil,437.32,439.9,WATER FLOOD,Waterflood,1499,1494.7,1494.1,CARDIUM SD,352274.44,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,382270.8,327811.1,20161221,52117.8,60776.2,19561107,873.6,12.27,30.17,24.04,0.69,1.16,12.04,32.29,1.28,,0,0,,,5,,52,0012472,5,0,,4017.8,141887.27,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,INJECTION,19561107,1414,0,100/06-33-048-06W5/00,19561122,,1119,19720401,19620901,Abandoned Zone Water Injection,494.09,348.4,WATER FLOOD,Waterflood,1389.9,271,1385,CARDIUM SD,66953.52,CARDIUM,YES,BWL,AB5,Calgary/Edmonton,0,3.7738864,49023.414,20170106,7794.1,0.6,19561120,838.2,,,,29.1,10.77,0.12,0,15.79,,0,54378.406,0,,5,,52,0012554,6,0,0,2944.8,103994.63,,342029.88,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA COMMINGLED POOL 194,DISPOSAL,19561107,1414,0,100/06-33-048-06W5/02,19561122,,9,19970501,,Abandoned Water Disposal,494.09,348.4,PRIMARY,Waterflood,1079.3,1070.2,1385,CARDIUM SD,0,BASAL BELLY RIVER D,YES,BWL,AB5,Calgary/Edmonton,0,0,0,20170106,0,0,19561120,838.2,,,,,,,,,,0,261396.7,0,,3,8353,40,0012554,6,0,0,0,0,,1644135.8,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,INJECTION,19570108,1438.7,0,100/16-20-048-06W5/00,,,6,19930601,19621101,Abandoned Water Injection,458.18,391.6,WATER FLOOD,Waterflood,1415.5,1410,1410.6,CARDIUM SD,69557.516,CARDIUM,YES,BWL,AB5,Calgary/Edmonton,0,6.2898107,51723,20010617,8223.3,1,19570120,846.1,,,,35.47,7.97,0.2,0,14.09,,0,129890.11,0,,5,,52,0012707,3,0,0,2929.1,103440.19,,816984.2,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
ESTHER,NEW POOL WILDCAT,Vertical,,ESTHER BELLY RIVER A,,19570211,840.6,0,100/11-23-031-02W4/00,,,4,,20111101,Abandoned Gas,368.9,326,PRIMARY,,251.5,247.8,830.6,BIG VALLEY FM,317736.4,BELLY RIVER A,,BWL,AB3,Medicine Hat,0,12062.599,0,20210924,0,1917.8,19570304,691.3,801.94,,13.47,5.01,,0.14,138.27,0.86,,0,0,,,,,,0012928,3,0,,52184.3,1842871.1,,0,4774,732,5226,5029,6426,1206,7632,4727,4494,774,5501,16913,452
PEMBINA,NEW POOL WILDCAT,Vertical,,PEMBINA BASAL BELLY RIVER J,,19570209,1392.6,0,100/08-04-049-06W5/00,,,5,,19860901,Abandoned Zone Crude Oil,496,337.9,PRIMARY,,1049.1,1044.5,1342.6,CARDIUM FM,112919.87,BASAL BELLY RIVER J,YES,BWL,AB5,Calgary/Edmonton,0,10949.303,83402.89,20010720,13260,1740.8,19570219,830.3,28.99,11.5,1.1,15.21,6.82,0.69,16.5,9.44,,0,0,,701,3,8100,44,0012966,5,0,,4847.8,171198.44,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,NEW POOL WILDCAT,Vertical,,PEMBINA COMMINGLED POOL 194,,19570209,1392.6,0,100/08-04-049-06W5/02,,,5,,19880401,Abandoned Crude Oil,496,337.9,PRIMARY,Waterflood,1060,1055.5,1342.6,CARDIUM FM,7152.7188,BASAL BELLY RIVER D,YES,BWL,AB5,Calgary/Edmonton,0,0,4960.774,20010720,788.7,0,19570219,830.3,17.51,12.54,,21.93,6.81,,15.56,10.59,,0,0,,,3,8353,40,0012966,5,0,,360,12713.28,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Horizontal,,PEMBINA CARDIUM,,19570129,1875,1479.97,102/14-24-049-08W5/02,19960819,SEDCO DRILLING,525,,20001201,Abandoned Crude Oil,460.81,433.8,WATER FLOOD,Waterflood,1875,1350,,,6993.193,CARDIUM,,BWL,AB5,Drayton Valley/Grande Prairie,0,25157.984,6522.5337,20010527,1037,3999.8,19960818,890.9,2.9,5.84,86.87,1.9,1.74,23.93,6.34,2.07,,0,0,,,5,,52,0013003,1,0,,77.3,2729.8237,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19570129,1516.4,0,100/10-24-049-08W5/00,,,5,,19960601,Abandoned & Whipstocked Crude Oil,460.81,433.8,WATER FLOOD,Waterflood,1474.6,1470.1,1469.1,CARDIUM SD,672184.94,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,2415778,591251.6,20010527,94001.5,384078,19570207,890.9,352.03,77.92,1.68,0.5,0.5,89.9,138.61,0.59,,0,0,,,5,,52,0013003,1,0,,13292.3,469413.16,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
HIGH RIVER,NEW POOL WILDCAT,Vertical,,,,19570205,3050.1,0,100/12-19-018-29W4/02,,,,,,Abandoned,305.37,801.9,,,,,2944.1,WABAMUN GRP,,,,BWL,AB2,Calgary/Edmonton,,,,20200217,,,19570602,1102.8,,,,,,,,,,,,,,,,,0013028,12,,,,,,,4360,18,5086,4830,10610,30,10640,5611,5068,19,5630,29654,726
HIGH RIVER,NEW POOL WILDCAT,Vertical,,HIGH RIVER TURNER VALLEY B,,19570205,3050.1,0,100/12-19-018-29W4/00,,,14,,20131201,Abandoned Zone Gas,305.37,801.9,PRIMARY,,2539.3,2524.9,2944.1,WABAMUN GRP,707496.6,,,BWL,AB2,Calgary/Edmonton,0,533450.8,0,20200217,0,84811.9,19570602,1102.8,2796.67,,108.81,10.79,,5.83,502.37,5.58,3.72,8137.1284,0,,,,,,0013028,12,1293.7,,114861.2,4056285,20.19,0,4360,18,5086,4830,10610,30,10640,5611,5068,19,5630,29654,726
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19570528,1499,0,100/04-19-049-07W5/00,,,7,,20050801,Abandoned Crude Oil,483.52,406.2,WATER FLOOD,Waterflood,1469.7,1463,1461.8,CARDIUM SD,256934.58,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,2679299.8,230581.31,20161216,36659.5,425974.6,19570606,889,50.31,91.95,36.43,0.19,0.84,8.08,100.62,0.87,,0,0,,,5,,52,0013404,4,0,,4328.2,152848.94,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19570628,1409.4,0,100/02-11-049-07W5/00,,,3,,20061001,Abandoned Crude Oil,490.04,315.3,WATER FLOOD,Waterflood,1370.4,1367.3,1364.3,CARDIUM SD,273807.94,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,1862822.4,246397.05,20171002,39174,296165.1,19570703,801.9,19.35,25.83,200.41,1.31,2.04,157.31,29.17,2.27,,0,0,,,5,,52,0013565,7,0,,4501.9,158983.1,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
POUCE COUPE,DEVELOPMENT,Vertical,,,,19570831,741.3,0,100/10-11-080-13W6/00,,,,,,Abandoned,252,390.5,PRIMARY,,,,739.4,HARMON MBR,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20040305,,,19570913,638.9,,,,,,,,,,,,,,,,,0013648,3,,,,,,,19058,1504,22453,20448,28867,2577,31444,22545,20949,1671,24216,137315,3395
PEMBINA,DEVELOPMENT,Deviated,,PEMBINA CARDIUM,,19570714,1357.9,1324.59,100/14-11-049-07W5/00,,,3,,19670101,Abandoned Crude Oil,487.9,255.8,WATER FLOOD,Waterflood,1317,1314,1313.7,CARDIUM SD,141203.06,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,25033.447,126593.13,19700323,20126.7,3980,19570725,740.1,1.26,1.65,44.22,2.84,3.46,78.21,1.87,3.95,,0,0,,,5,,52,0013665,1,0,,2399.5,84737.54,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19570903,1462.4,0,100/12-21-048-07W5/00,,,9,,20060101,Abandoned Crude Oil,441.9,378.9,WATER FLOOD,Waterflood,1439.9,1430.7,1432,CARDIUM SD,312008.75,CARDIUM,YES,BWL,AB5,Drayton Valley/Grande Prairie,0,657800.4,290796.8,20171001,46233,104581.9,19570913,817.5,70.52,334.74,486.74,0.42,1.76,45.07,346.9,1.83,,0,0,,,5,,52,0013789,5,0,,3483.8,123029.234,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
BELLSHILL LAKE,DEVELOPMENT,Vertical,,BELLSHILL LAKE BLAIRMORE,,19570823,917.8,0,100/03-28-041-12W4/00,,,7,,19971101,Abandoned Crude Oil,392.07,313.2,PRIMARY,,915.9,909,805,BLAIRMORE GRP,359740.62,BLAIRMORE,,BWL,AB4,Medicine Hat,0,1431533.2,345682.34,20210601,54959.1,227595.6,19570828,701.6,5.28,34.66,27.79,9.66,2.34,219.23,35.57,4.01,,0,0,,2527,8,6647,34,0013847,6,0,,2308.9,81538.03,,0,1452,1124,1736,1659,949,2021,2970,678,612,1313,1991,11008,284
PROVOST,NEW FIELD WILDCAT,Vertical,,PROVOST VIKING H8H,,19570905,1219.2,0,100/13-36-033-09W4/00,,,1,,19611201,Abandoned & Re-Entered Crude Oil,448.55,331.8,PRIMARY,,893.1,892.5,1164.3,NISKU FM,5538.4785,VIKING H8H,YES,BWL,AB3,Medicine Hat,0,278.00964,4671.4424,19620809,742.7,44.2,19570917,776.6,,,,162.22,150.69,8.97,0,178.66,,0,0,,4,2,6610,34,0013939,1,0,,142.4,5028.8086,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PINCHER CREEK,DEEPER-POOLTEST,Deviated,,,,19590302,4757,4274.84,100/07-10-004-29W4/03,19950304,NABORS DRILLING LIMITED,,,,Abandoned,,,PRIMARY,,,,,,,,,BWL,AB1,Calgary/Edmonton,,,,20141006,,,19950214,1307.3,,,,,,,,,,,,,,,,,0014135,1,,,,,,,10650,27,10937,14903,18143,46,18189,15260,10910,30,15290,11206,287
PINCHER CREEK,DEEPER-POOLTEST,Vertical,,PINCHER CREEK RUNDLE A,DISPOSAL,19590302,4845.4,0,100/09-10-004-29W4/02,,,147,19890401,19640501,Abandoned & Whipstocked Water Disposal,,,PRIMARY,Ia,4144,3997,4792.7,FAIRHOLME GRP,30849.797,RUNDLE A,,BWL,AB1,Calgary/Edmonton,0,2147.9705,0,20141006,0,341.5,19640603,1307.3,,,,5771.9,,69.29,0,995.16,,0,1006299.6,0,,,,,0014135,1,0,0,5066.7,178928.83,,6329434,10650,27,10937,14903,18143,46,18189,15260,10910,30,15290,11206,287
PINCHER CREEK,DEEPER-POOLTEST,Deviated,,PINCHER CREEK RUNDLE A,,19590302,3736.8,1831.85,100/09-10-004-29W4/00,,,94,,19630701,Abandoned Zone Gas,,,PRIMARY,,3736.8,3642.7,3662.8,TURNER VALLEY FM,2131005.2,RUNDLE A,,BWL,AB1,Calgary/Edmonton,0,139075.89,0,20141006,0,22111.3,19590820,1307.3,,,,862.14,,91.55,0,202.32,53.68,244595.64,0,,,,,,0014135,1,38887.6,,309819.6,10941176,,0,10650,27,10937,14903,18143,46,18189,15260,10910,30,15290,11206,287
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19571026,1301.5,0,100/06-18-049-04W5/00,,,5,19701101,20060701,Abandoned Crude Oil,88.96,739.8,PRIMARY,,1272.5,1267.4,1266.7,CARDIUM SD,192230.9,CARDIUM,YES,BWL,AB5,Calgary/Edmonton,0,17493.223,165446.55,20180824,26303.9,2781.2,19571105,823.9,10.51,25.21,73.81,8.83,0.94,0.29,27.02,2.46,,0,77563.01,0,,5,,52,0014149,2,0,0,4399,155349.22,,487856.66,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
HARMATTAN-ELKTON,DEVELOPMENT,Deviated,,HARMATTAN-ELKTON RUNDLE C,,19571120,2776,2775.51,100/15-17-032-04W5/00,,,37,,20051001,Abandoned Crude Oil,250.52,866.3,WATER FLOOD,Waterflood,2776,2739.5,2735.6,ELKTON MBR,1894265.5,RUNDLE C,,BWL,AB2,Calgary/Edmonton,0,215914.11,741737.25,20170920,117926.8,34327.6,19571220,1112.8,732.66,107.67,0.11,9.79,0.8,33.41,233.99,2.49,,0,0,,,14,24890,88,0014292,22,0,,189288.6,6684664,,0,28549,3847,29518,36600,43377,8001,51378,32523,25671,5200,37723,39963,969
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,,19571213,1594.1,0,100/02-18-047-08W5/00,,,14,,19840301,Abandoned Crude Oil,362.5,433.6,PRIMARY,Waterflood,1565.1,1551.4,1550.5,CARDIUM SD,97773.82,CARDIUM,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,34500.87,75984.06,20170103,12080.5,5485.2,19571224,792.5,11.12,7.7,2.24,0.23,0.19,2.83,9.62,0.23,,0,0,,,5,,52,0014333,3,0,,3578.7,126380.6,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
HARMATTAN EAST,DEVELOPMENT,Vertical,,HARMATTAN EAST COMMINGLED POOL 001,,19580107,2649.6,0,100/03-24-032-04W5/00,,,24,,19940201,Abandoned Crude Oil,287,813.3,WATER FLOOD,Waterflood,2635,2610.9,2640.2,SHUNDA FM,234766.75,LOWER MANNVILLE C,,BWL,AB2,Calgary/Edmonton,0,220697.52,194452.02,20180202,30915.4,35088.1,19580219,1096.4,54.58,31.3,313.7,3.06,4.42,88.91,40.71,4.95,,0,0,,,6,19942,83,0014492,17,0,,6621.2,233825.47,,0,33540,3461,37844,37687,45341,9134,54475,38252,34383,4215,42467,173094,4304
HARMATTAN EAST,DEVELOPMENT,Vertical,,HARMATTAN EAST COMMINGLED POOL 001,,19580221,2624.3,0,100/09-13-032-04W5/00,,,,,19841101,Abandoned Crude Oil,289.51,787.4,WATER FLOOD,Waterflood,,,2611.8,SHUNDA FM,1077952.8,LOWER MANNVILLE C,,BWL,AB2,Calgary/Edmonton,0,162941.95,643815.6,20021213,102358.5,25905.7,19580325,1073.5,301.5,252.81,128.96,23.79,4.68,116.6,304.79,8.78,,0,0,,,6,19942,83,0014779,5,0,,71301.7,2517995.8,,0,33540,3461,37844,37687,45341,9134,54475,38252,34383,4215,42467,173094,4304
PEMBINA,DEVELOPMENT,Vertical,,PEMBINA CARDIUM,INJECTION,19580317,1411.2,0,100/06-06-049-06W5/00,,,6,19910901,19611201,Abandoned Water Injection,483.59,349.1,WATER FLOOD,Waterflood,1390.5,1385,1382.3,CARDIUM SD,14433.759,CARDIUM,YES,BWL,AB5,Calgary/Edmonton,0,0,9612.089,19980729,1528.2,0,19580606,828.8,,,,902.12,310.07,,0,465.61,,0,439131.62,0,,5,,52,0014842,2,0,0,791.9,27965.686,,2762054.8,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
HUSSAR,DEVELOPMENT,Vertical,,HUSSAR GLAUCONITIC A,,19580510,1510.9,0,100/16-03-025-21W4/00,,,3,,19940401,Suspended Crude Oil,570.7,360.8,PRIMARY,,1476.5,1473.4,1482.5,BASAL QUARTZ SD,901424.06,GLAUCONITIC A,,BWL,AB3,Calgary/Edmonton,0,112.587616,668103.06,,106219.9,17.9,19580518,927.8,38.59,126.41,0.12,44.8,2.82,0.24,133.06,10.54,,0,0,,721,7,10123,46,0015174,1,0,,38320.1,1353261.5,,0,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
